"","country","iso3","g.whoregion","row.rank.ret","year.ret","source.ret","all.areas.covered.ret","surv.quality.ret","dst.rlt.ret","mdr.ret","mdr.ret.pcnt","mdr.ret.pcnt.lo","mdr.ret.pcnt.hi","dr.r.nh.ret","dr.r.nh.ret.pcnt","dr.r.nh.ret.pcnt.lo","dr.r.nh.ret.pcnt.hi","xpert.ret","xpert.dr.r.ret","xpert.dr.r.ret.pcnt","xpert.dr.r.ret.pcnt.lo","xpert.dr.r.ret.pcnt.hi","r.rlt.ret","rr.ret","rr.ret.pcnt","rr.ret.pcnt.lo","rr.ret.pcnt.hi","dst.rlt.hr.ret","dst.rlt.hr.ret.pcnt","dst.rlt.hr.ret.pcnt.lo","dst.rlt.hr.ret.pcnt.hi","dst.rlt.rr.ret","dst.rlt.rr.ret.pcnt","dst.rlt.rr.ret.pcnt.lo","dst.rlt.rr.ret.pcnt.hi","dr.h.nr.ret","dr.h.nr.ret.pcnt","dr.h.nr.ret.pcnt.lo","dr.h.nr.ret.pcnt.hi"
"303","Denmark","DNK","EUR",22,2000,"Surveillance",1,"A",33,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"304","Denmark","DNK","EUR",23,1999,"Surveillance",1,"A",24,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"305","Denmark","DNK","EUR",24,1998,"Surveillance",1,"A",32,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"306","Dominican Republic","DOM","AMR",1,2016,"Surveillance",1,"R",221,68,NA,NA,NA,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA
"307","Dominican Republic","DOM","AMR",2,1995,"Survey",1,"A",117,NA,19.66,12.89,28.02,NA,11.97,6.7,19.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.09,10.77,25.16
"308","Algeria","DZA","AFR",1,2002,"Survey",1,"A",22,NA,9.1,1.1,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Algeria","DZA","AFR",2,1988,"Survey",1,"A",52,NA,11.5,4.4,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Ecuador","ECU","AMR",1,2019,"Surveillance",1,"R",446,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,98,NA,NA,NA,135,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA
"311","Ecuador","ECU","AMR",2,2012,"Surveillance",1,"R",827,215,NA,NA,NA,19,NA,NA,NA,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA
"312","Ecuador","ECU","AMR",3,2002,"Survey",1,"A",185,NA,24.32,18.33,31.16,NA,9.19,5.44,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,3.01,10.39
"313","Egypt","EGY","EMR",1,2021,"Surveillance",1,"A",306,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,25,NA,NA,NA,20,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
"314","Egypt","EGY","EMR",2,2020,"Surveillance",1,"A",326,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,41,NA,NA,NA,6,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
"315","Egypt","EGY","EMR",3,2018,"Surveillance",1,"A",402,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,93,NA,NA,NA,107,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA
"316","Egypt","EGY","EMR",4,2017,"Surveillance",1,"R",381,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,115,NA,NA,NA,180,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA
"317","Egypt","EGY","EMR",5,2016,"Surveillance",1,"R",518,40,NA,NA,NA,68,NA,NA,NA,33,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA
"318","Egypt","EGY","EMR",6,2015,"Surveillance",1,"R",500,68,NA,NA,NA,51,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"319","Egypt","EGY","EMR",7,2013,"Surveillance",1,"R",516,77,NA,NA,NA,39,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"320","Egypt","EGY","EMR",8,2012,"Surveillance",1,"R",438,108,NA,NA,NA,20,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"321","Egypt","EGY","EMR",9,2011,"Survey",1,"A",370,NA,32.1,24.3,39.9,NA,10.8,7.8,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.5,8.5
"322","Egypt","EGY","EMR",10,2002,"Survey",1,"A",217,NA,38.25,31.75,45.07,NA,12.44,8.36,17.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.29,4.99,12.79
"323","Eritrea","ERI","AFR",1,2018,"Survey",1,"A",53,NA,3.8,0.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,7.5,2.1,18.2,NA,7.5,2.1,18.2,NA,7.5,2.1,18.2,NA,NA,NA,NA
"324","Spain","ESP","EUR",1,2015,"Surveillance",1,"A",61,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"325","Estonia","EST","EUR",1,2022,"Surveillance",1,"A",16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,7,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"326","Estonia","EST","EUR",2,2021,"Surveillance",1,"A",13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,NA,NA,NA,9,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"327","Estonia","EST","EUR",3,2019,"Surveillance",1,"A",20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"328","Estonia","EST","EUR",4,2018,"Surveillance",1,"A",18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,8,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"329","Estonia","EST","EUR",5,2017,"Surveillance",1,"A",20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11,NA,NA,NA,10,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"330","Estonia","EST","EUR",6,2016,"Surveillance",1,"A",13,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"331","Estonia","EST","EUR",7,2015,"Surveillance",1,"A",35,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"332","Estonia","EST","EUR",8,2014,"Surveillance",1,"A",29,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"333","Estonia","EST","EUR",9,2013,"Surveillance",1,"A",44,21,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"334","Estonia","EST","EUR",10,2012,"Surveillance",1,"A",46,23,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"335","Estonia","EST","EUR",11,2011,"Surveillance",1,"A",52,30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"336","Estonia","EST","EUR",12,2010,"Surveillance",1,"A",64,28,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"337","Estonia","EST","EUR",13,2009,"Surveillance",1,"A",63,31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"338","Estonia","EST","EUR",14,2008,"Surveillance",1,"A",75,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"339","Estonia","EST","EUR",15,2007,"pre-2010 TME data collection",1,"A",65,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Estonia","EST","EUR",16,2006,"pre-2010 TME data collection",1,"A",68,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Estonia","EST","EUR",17,2005,"Surveillance",1,"A",71,37,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"342","Estonia","EST","EUR",18,2004,"Surveillance",1,"A",94,39,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"343","Estonia","EST","EUR",19,2003,"Surveillance",1,"A",103,55,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"344","Estonia","EST","EUR",20,2002,"Surveillance",1,"A",159,75,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"345","Estonia","EST","EUR",21,2001,"Surveillance",1,"A",205,105,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
"346","Estonia","EST","EUR",22,2000,"Surveillance",1,"A",117,53,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"347","Estonia","EST","EUR",23,1999,"Surveillance",1,"A",89,43,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"348","Estonia","EST","EUR",24,1998,"Surveillance",1,"A",82,31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"349","Estonia","EST","EUR",25,1994,"Survey",1,"A",26,NA,19.23,6.55,39.35,NA,0,0,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.92,11.57,47.79
"350","Ethiopia","ETH","AFR",1,2018,"Survey",1,"A",176,NA,8.52,4.69,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,7.49,4.03,10.95,NA,13.64,8.68,18.59,NA,9.3,5,13.61,NA,5.11,1.99,8.24
"351","Ethiopia","ETH","AFR",2,2005,"Survey",1,"A",76,NA,11.84,5.56,21.29,NA,2.63,0.32,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16,6.49,22.87
"352","Finland","FIN","EUR",1,2017,"Surveillance",1,"A",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"353","Finland","FIN","EUR",2,2016,"Surveillance",1,"A",6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"354","Finland","FIN","EUR",3,2015,"Surveillance",1,"A",4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"355","Finland","FIN","EUR",4,2014,"Surveillance",1,"A",5,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"356","Finland","FIN","EUR",5,2013,"Surveillance",1,"A",5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"357","Finland","FIN","EUR",6,2012,"Surveillance",1,"A",14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"358","Finland","FIN","EUR",7,2011,"Surveillance",1,"A",8,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"359","Finland","FIN","EUR",8,2010,"Surveillance",1,"A",8,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"360","Finland","FIN","EUR",9,2009,"Surveillance",1,"A",6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"361","Finland","FIN","EUR",10,2008,"Surveillance",1,"A",9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"362","Finland","FIN","EUR",11,2007,"pre-2010 TME data collection",1,"A",8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Finland","FIN","EUR",12,2006,"pre-2010 TME data collection",1,"A",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Finland","FIN","EUR",13,2005,"Surveillance",1,"A",22,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"365","Finland","FIN","EUR",14,2004,"Surveillance",1,"A",12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"366","Finland","FIN","EUR",15,2003,"Surveillance",1,"A",24,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"367","Finland","FIN","EUR",16,2002,"Surveillance",1,"A",18,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"368","Finland","FIN","EUR",17,2001,"Surveillance",1,"A",26,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"369","Finland","FIN","EUR",18,2000,"Surveillance",1,"A",29,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"370","Finland","FIN","EUR",19,1999,"Surveillance",1,"A",27,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"371","Finland","FIN","EUR",20,1997,"Surveillance",1,"A",2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"372","Fiji","FJI","WPR",1,2006,"pre-2010 TME data collection",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","France","FRA","EUR",1,2014,"Surveillance",1,"A",288,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","France","FRA","EUR",2,2009,"Surveillance",1,"A",106,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"375","France","FRA","EUR",3,2008,"pre-2010 TME data collection",1,"A",104,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","France","FRA","EUR",4,2007,"Surveillance",1,"A",102,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"377","France","FRA","EUR",5,2006,"pre-2010 TME data collection",1,"A",110,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","France","FRA","EUR",6,2005,"Surveillance",1,"A",112,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"379","France","FRA","EUR",7,2004,"Surveillance",1,"A",137,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"380","France","FRA","EUR",8,2003,"Surveillance",1,"A",118,9,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"381","France","FRA","EUR",9,2002,"Surveillance",1,"A",92,10,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"382","France","FRA","EUR",10,2001,"Surveillance",1,"A",102,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"383","France","FRA","EUR",11,2000,"Surveillance",1,"A",82,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"384","France","FRA","EUR",12,1999,"Surveillance",1,"A",106,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"385","France","FRA","EUR",13,1997,"Surveillance",1,"A",65,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"386","France","FRA","EUR",14,1996,"Surveillance",1,"A",195,8,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"387","Micronesia (Federated States of)","FSM","WPR",1,2021,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"388","Gabon","GAB","AFR",1,2021,"Surveillance",1,"R",118,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,32,NA,NA,NA,32,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"389","Gabon","GAB","AFR",2,2018,"Surveillance",1,"R",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,45,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",1,2019,"Surveillance",1,"A",122,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,4,NA,NA,NA,8,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"391","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",2,2018,"Surveillance",1,"A",150,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,8,NA,NA,NA,19,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"392","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",3,2017,"Surveillance",1,"A",128,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,6,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"393","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",4,2015,"Surveillance",1,"A",145,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"394","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",5,2014,"Surveillance",1,"A",165,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"395","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",6,2013,"Surveillance",1,"A",193,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"396","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",7,2012,"Surveillance",1,"A",244,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"397","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",8,2011,"Surveillance",1,"A",231,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"398","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",9,2009,"Surveillance",1,"A",362,11,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"399","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",10,2008,"pre-2010 TME data collection",1,"A",186,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",11,2007,"Surveillance",1,"A",251,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
"401","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",12,2006,"pre-2010 TME data collection",1,"A",255,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",13,2005,"Surveillance",1,"A",271,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"403","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",14,2004,"Surveillance",1,"A",259,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"404","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",15,2003,"Surveillance",1,"A",256,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"405","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",16,2002,"Surveillance",1,"A",293,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
"406","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",17,2001,"Surveillance",1,"A",243,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"407","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",18,2000,"Surveillance",1,"A",237,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"408","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",19,1999,"Surveillance",1,"A",220,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"409","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",20,1997,"Surveillance",1,"A",189,25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
