"","country","iso3","g.whoregion","row.rank.ret","year.ret","source.ret","all.areas.covered.ret","surv.quality.ret","dst.rlt.ret","mdr.ret","mdr.ret.pcnt","mdr.ret.pcnt.lo","mdr.ret.pcnt.hi","dr.r.nh.ret","dr.r.nh.ret.pcnt","dr.r.nh.ret.pcnt.lo","dr.r.nh.ret.pcnt.hi","xpert.ret","xpert.dr.r.ret","xpert.dr.r.ret.pcnt","xpert.dr.r.ret.pcnt.lo","xpert.dr.r.ret.pcnt.hi","r.rlt.ret","rr.ret","rr.ret.pcnt","rr.ret.pcnt.lo","rr.ret.pcnt.hi","dst.rlt.hr.ret","dst.rlt.hr.ret.pcnt","dst.rlt.hr.ret.pcnt.lo","dst.rlt.hr.ret.pcnt.hi","dst.rlt.rr.ret","dst.rlt.rr.ret.pcnt","dst.rlt.rr.ret.pcnt.lo","dst.rlt.rr.ret.pcnt.hi","dr.h.nr.ret","dr.h.nr.ret.pcnt","dr.h.nr.ret.pcnt.lo","dr.h.nr.ret.pcnt.hi"
"518","Israel","ISR","EUR",6,2016,"Surveillance",1,"A",2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"519","Israel","ISR","EUR",7,2015,"Surveillance",1,"A",6,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"520","Israel","ISR","EUR",8,2014,"Surveillance",1,"A",4,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"521","Israel","ISR","EUR",9,2013,"Surveillance",1,"A",1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"522","Israel","ISR","EUR",10,2012,"Surveillance",1,"A",6,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"523","Israel","ISR","EUR",11,2011,"Surveillance",1,"A",9,1,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"524","Israel","ISR","EUR",12,2010,"Surveillance",1,"A",2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"525","Israel","ISR","EUR",13,2009,"Surveillance",1,"A",8,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"526","Israel","ISR","EUR",14,2008,"Surveillance",1,"A",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Israel","ISR","EUR",15,2007,"pre-2010 TME data collection",1,"A",6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Israel","ISR","EUR",16,2006,"pre-2010 TME data collection",1,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Israel","ISR","EUR",17,2005,"Surveillance",1,"A",6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Israel","ISR","EUR",18,2004,"Surveillance",1,"A",7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Israel","ISR","EUR",19,2003,"Surveillance",1,"A",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Israel","ISR","EUR",20,2002,"Surveillance",1,"A",11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Israel","ISR","EUR",21,2001,"Surveillance",1,"A",7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Israel","ISR","EUR",22,2000,"Surveillance",1,"A",7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Israel","ISR","EUR",23,1999,"Surveillance",1,"A",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Italy","ITA","EUR",1,2015,"Surveillance",1,"A",112,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
"537","Italy","ITA","EUR",2,2013,"Surveillance",1,"R",168,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"538","Italy","ITA","EUR",3,2012,"Surveillance",1,"A",136,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"539","Italy","ITA","EUR",4,2011,"Surveillance",1,"A",441,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Italy","ITA","EUR",5,2010,"Surveillance",1,"A",279,29,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"541","Italy","ITA","EUR",6,2009,"Surveillance",1,"A",264,33,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"542","Italy","ITA","EUR",7,2007,"pre-2010 TME data collection",1,"A",79,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Italy","ITA","EUR",8,2005,"Surveillance",1,"A",79,14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"544","Italy","ITA","EUR",9,2004,"Surveillance",1,"A",88,15,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
"545","Italy","ITA","EUR",10,2003,"Surveillance",1,"A",76,24,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"546","Italy","ITA","EUR",11,2002,"Surveillance",1,"A",42,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"547","Italy","ITA","EUR",12,2001,"Surveillance",1,"A",99,30,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"548","Italy","ITA","EUR",13,2000,"Surveillance",1,"A",108,26,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"549","Italy","ITA","EUR",14,1999,"Surveillance",1,"A",127,43,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"550","Jordan","JOR","EMR",1,2009,"Surveillance",1,"A",7,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"551","Jordan","JOR","EMR",2,2004,"Survey",1,"A",30,NA,40,22.66,59.4,NA,6.67,0.82,22.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,5.64,34.72
"552","Japan","JPN","WPR",1,2002,"Surveillance",1,"A",417,41,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA
"553","Japan","JPN","WPR",2,1997,"Surveillance",1,"A",264,52,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA
"554","Kazakhstan","KAZ","EUR",1,2022,"Surveillance",1,"A",2523,1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2523,1461,NA,NA,NA,1654,NA,NA,NA,1461,NA,NA,NA,NA,NA,NA,NA
"555","Kazakhstan","KAZ","EUR",2,2021,"Surveillance",1,"A",2401,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2401,1011,NA,NA,NA,1123,NA,NA,NA,1011,NA,NA,NA,NA,NA,NA,NA
"556","Kazakhstan","KAZ","EUR",3,2020,"Surveillance",1,"A",2216,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2216,1101,NA,NA,NA,1334,NA,NA,NA,1101,NA,NA,NA,NA,NA,NA,NA
"557","Kazakhstan","KAZ","EUR",4,2019,"Surveillance",1,"A",2815,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3250,1446,NA,NA,NA,2013,NA,NA,NA,1302,NA,NA,NA,NA,NA,NA,NA
"558","Kazakhstan","KAZ","EUR",5,2015,"Surveillance",1,"A",3528,1411,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,NA
"559","Kazakhstan","KAZ","EUR",6,2013,"Surveillance",1,"A",6984,4035,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA
"560","Kazakhstan","KAZ","EUR",7,2012,"Surveillance",1,"A",10443,5744,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949,NA,NA,NA
"561","Kazakhstan","KAZ","EUR",8,2011,"Surveillance",1,"A",4790,2456,NA,NA,NA,30,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA
"562","Kazakhstan","KAZ","EUR",9,2010,"Surveillance",1,"S",4655,2099,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,NA,NA,NA
"563","Kazakhstan","KAZ","EUR",10,2001,"Survey",1,"A",319,NA,56.43,50.79,61.94,NA,5.02,2.89,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.29,8.03,15.28
"564","Kenya","KEN","AFR",1,2014,"Survey",1,"A",194,NA,6.7,3.6,11.2,NA,3.1,1.1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2.1,8.6
"565","Kenya","KEN","AFR",2,1995,"Survey",1,"A",46,NA,0,0,6.3,NA,0,0,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.96,23.21,52.45
"566","Kyrgyzstan","KGZ","EUR",1,2022,"Surveillance",1,"A",654,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,294,NA,NA,NA,334,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,NA
"567","Kyrgyzstan","KGZ","EUR",2,2020,"Surveillance",1,"A",698,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,377,NA,NA,NA,408,NA,NA,NA,377,NA,NA,NA,NA,NA,NA,NA
"568","Kyrgyzstan","KGZ","EUR",3,2019,"Surveillance",1,"A",977,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,603,NA,NA,NA,618,NA,NA,NA,603,NA,NA,NA,NA,NA,NA,NA
"569","Kyrgyzstan","KGZ","EUR",4,2018,"Surveillance",1,"A",1025,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,850,NA,NA,NA,848,NA,NA,NA,850,NA,NA,NA,NA,NA,NA,NA
"570","Kyrgyzstan","KGZ","EUR",5,2016,"Surveillance",1,"A",827,466,NA,NA,NA,23,NA,NA,NA,201,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA
"571","Kyrgyzstan","KGZ","EUR",6,2013,"Surveillance",1,"R",993,547,NA,NA,NA,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA
"572","Kyrgyzstan","KGZ","EUR",7,2012,"Surveillance",1,"R",831,453,NA,NA,NA,17,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
"573","Kyrgyzstan","KGZ","EUR",8,2011,"Survey",1,"A",248,NA,51.6,45.2,58,NA,8.9,5.6,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,11.4,20.9
"574","Cambodia","KHM","WPR",1,2007,"Survey",1,"A",56,NA,10.7,4,21.9,NA,0,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,2,17.3
"575","Cambodia","KHM","WPR",2,2001,"Survey",1,"A",96,NA,3.13,0.65,8.86,NA,0,0,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54,7.41,22.04
"576","Republic of Korea","KOR","WPR",1,2022,"Surveillance",1,"A",2182,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2182,195,NA,NA,NA,267,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA
"577","Republic of Korea","KOR","WPR",2,2020,"Surveillance",1,"A",2273,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2273,196,NA,NA,NA,271,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA
"578","Republic of Korea","KOR","WPR",3,2019,"Surveillance",1,"A",2322,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868,267,NA,NA,NA,375,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA
"579","Republic of Korea","KOR","WPR",4,2018,"Surveillance",1,"A",2650,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3122,286,NA,NA,NA,395,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA
"580","Republic of Korea","KOR","WPR",5,2017,"Surveillance",1,"A",2822,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3183,320,NA,NA,NA,470,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA
"581","Republic of Korea","KOR","WPR",6,2016,"Surveillance",1,"A",2705,250,NA,NA,NA,48,NA,NA,NA,167,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA
"582","Republic of Korea","KOR","WPR",7,2004,"Survey",1,"A",278,NA,14.03,10.17,18.68,NA,2.88,1.25,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.07,6.8,14.23
"583","Republic of Korea","KOR","WPR",8,2003,"Survey",1,"A",622,NA,13.02,10.34,16.19,NA,2.73,1.59,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.74,9.2,14.76
"584","Republic of Korea","KOR","WPR",9,1999,"Survey",1,"A",283,NA,7.07,4.37,10.7,NA,3.18,1.46,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,6.97,14.38
"585","Kuwait","KWT","EMR",1,2014,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"586","Kuwait","KWT","EMR",2,2009,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"587","Lao People's Democratic Republic","LAO","WPR",1,2018,"Survey",1,"A",44,NA,2.3,0,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,4.1,0,9.6,NA,6.8,1.4,18.7,NA,4.5,0.6,15.5,NA,NA,NA,NA
"588","Lebanon","LBN","EMR",1,2022,"Surveillance",1,"A",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"589","Lebanon","LBN","EMR",2,2021,"Surveillance",1,"A",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"590","Lebanon","LBN","EMR",3,2020,"Surveillance",1,"A",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"591","Lebanon","LBN","EMR",4,2017,"Surveillance",1,"A",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"592","Lebanon","LBN","EMR",5,2017,"Survey",1,"A",18,NA,22.2,6.4,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,22.2,6.4,47.6,NA,NA,NA,NA,NA,22.2,6.4,47.6,NA,NA,NA,NA
"593","Lebanon","LBN","EMR",6,2013,"Surveillance",1,"R",7,2,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"594","Lebanon","LBN","EMR",7,2012,"Surveillance",1,"R",6,4,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"595","Lebanon","LBN","EMR",8,2011,"Surveillance",1,"R",1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"596","Lebanon","LBN","EMR",9,2010,"Surveillance",1,"R",14,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"597","Lebanon","LBN","EMR",10,2009,"Surveillance",1,"R",10,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"598","Lebanon","LBN","EMR",11,2003,"Survey",1,"A",16,NA,62.5,35.43,84.8,NA,0,0,17.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1.55,38.35
"599","Sri Lanka","LKA","SEA",1,2018,"Survey",1,"A",67,NA,3,0.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,3.1,0.6,8.7,NA,3,0.4,10.4,NA,4.5,0.9,12.5,NA,NA,NA,NA
"600","Sri Lanka","LKA","SEA",2,2016,"Surveillance",1,"R",334,6,NA,NA,NA,3,NA,NA,NA,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"601","Sri Lanka","LKA","SEA",3,2013,"Surveillance",1,"R",343,2,NA,NA,NA,4,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"602","Sri Lanka","LKA","SEA",4,2011,"Surveillance",1,"R",408,9,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
"603","Sri Lanka","LKA","SEA",5,2010,"Surveillance",1,"R",378,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"604","Sri Lanka","LKA","SEA",6,2006,"Survey",1,"A",34,NA,0,0,8.43,NA,0,0,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,0.72,19.68
"605","Lesotho","LSO","AFR",1,2022,"Surveillance",1,"A",458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,21,NA,NA,NA,0,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"606","Lesotho","LSO","AFR",2,2014,"Survey",1,"A",1677,NA,7.3,4.2,10.4,NA,6.2,3.7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.9,8.3
"607","Lesotho","LSO","AFR",3,1995,"Survey",1,"A",53,NA,5.66,1.18,15.66,NA,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.53,13.76,38.28
"608","Lithuania","LTU","EUR",1,2022,"Surveillance",1,"A",111,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,32,NA,NA,NA,39,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"609","Lithuania","LTU","EUR",2,2021,"Surveillance",1,"A",96,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,32,NA,NA,NA,39,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"610","Lithuania","LTU","EUR",3,2020,"Surveillance",1,"A",134,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,43,NA,NA,NA,49,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
"611","Lithuania","LTU","EUR",4,2019,"Surveillance",1,"A",180,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,70,NA,NA,NA,84,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
"612","Lithuania","LTU","EUR",5,2018,"Surveillance",1,"A",218,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,92,NA,NA,NA,95,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA
"613","Lithuania","LTU","EUR",6,2017,"Surveillance",1,"A",268,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,145,NA,NA,NA,160,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA
"614","Lithuania","LTU","EUR",7,2015,"Surveillance",1,"A",288,134,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
"615","Lithuania","LTU","EUR",8,2014,"Surveillance",1,"A",282,138,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"616","Lithuania","LTU","EUR",9,2013,"Surveillance",1,"A",306,135,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
"617","Lithuania","LTU","EUR",10,2012,"Surveillance",1,"A",350,154,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"618","Lithuania","LTU","EUR",11,2011,"Surveillance",1,"A",369,180,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
"619","Lithuania","LTU","EUR",12,2010,"Surveillance",1,"A",364,181,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
"620","Lithuania","LTU","EUR",13,2009,"Surveillance",1,"A",404,208,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA
"621","Lithuania","LTU","EUR",14,2008,"Surveillance",1,"A",356,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA
"622","Lithuania","LTU","EUR",15,2007,"pre-2010 TME data collection",1,"A",425,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Lithuania","LTU","EUR",16,2006,"pre-2010 TME data collection",1,"A",440,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Lithuania","LTU","EUR",17,2005,"Surveillance",1,"A",440,209,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA
"625","Lithuania","LTU","EUR",18,2004,"Surveillance",1,"A",458,212,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA
