"","country","iso3","g.whoregion","row.rank","year","drs.record.type","all.areas.covered","area.desc","surv.quality","mdr.new","mdr.ret","mdr.unk","xpert.dr.r.new","xpert.dr.r.ret","rr.new","rr.ret","mdr.dst.rlt","mdr.ds.fq2li","mdr.dr.fq","mdr.dr.2li","xdr","rr.dst.rlt","rr.ds.fq2li","rr.dr.fq","rr.dr.2li","rr.dr.fq.2li","rr.dst.rlt.fq","rr.fqr","rr.fqr.pcnt","rr.fqr.pcnt.lo","rr.fqr.pcnt.hi","rs.hr.dst.rlt.fq","rs.hr.fqr.pcnt","rs.hr.fqr.pcnt.lo","rs.hr.fqr.pcnt.hi"
"246","United Kingdom of Great Britain and Northern Ireland","GBR","EUR",11,2008,"pre-2010 TME data collection",1,NA,"A",38,7,8,NA,NA,NA,NA,45,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Georgia","GEO","EUR",1,2022,"Surveillance",1,NA,"A",90,53,NA,NA,NA,105,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,55,NA,NA,NA,NA,NA,NA,NA
"248","Georgia","GEO","EUR",2,2021,"Surveillance",1,NA,"A",84,62,NA,NA,NA,101,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,37,NA,NA,NA,NA,NA,NA,NA
"249","Georgia","GEO","EUR",3,2020,"Surveillance",1,NA,"A",100,65,NA,NA,NA,114,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,50,NA,NA,NA,NA,NA,NA,NA
"250","Georgia","GEO","EUR",4,2019,"Surveillance",1,NA,"A",121,108,NA,NA,NA,165,139,203,NA,NA,NA,31,NA,NA,NA,NA,NA,242,65,NA,NA,NA,NA,NA,NA,NA
"251","Georgia","GEO","EUR",5,2018,"Surveillance",1,NA,"A",93,74,NA,NA,NA,160,137,159,NA,NA,NA,34,211,76,75,109,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Georgia","GEO","EUR",6,2017,"Surveillance",1,NA,"A",129,133,NA,NA,NA,163,161,246,NA,NA,NA,44,266,117,93,102,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Georgia","GEO","EUR",7,2016,"Surveillance",1,NA,"A",142,154,NA,20,33,NA,NA,296,NA,NA,NA,52,315,128,106,134,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Georgia","GEO","EUR",8,2015,"Surveillance",1,NA,"A",168,186,NA,19,15,NA,NA,347,150,126,133,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Georgia","GEO","EUR",9,2014,"Surveillance",1,NA,"A",172,197,0,14,12,NA,NA,357,154,106,151,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Georgia","GEO","EUR",10,2013,"Surveillance",1,NA,"A",183,201,0,NA,NA,NA,NA,369,164,111,165,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Georgia","GEO","EUR",11,2012,"Surveillance",1,NA,"A",177,169,0,NA,NA,NA,NA,341,171,51,149,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Georgia","GEO","EUR",12,2011,"Surveillance",1,NA,"A",239,214,0,NA,NA,NA,NA,440,233,54,181,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Georgia","GEO","EUR",13,2010,"Surveillance",1,NA,"A",188,171,0,NA,NA,NA,NA,313,227,47,147,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Georgia","GEO","EUR",14,2009,"Surveillance",1,NA,"A",183,185,1,NA,NA,NA,NA,306,220,42,151,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Ghana","GHA","AFR",1,2022,"Surveillance",1,NA,"A",28,4,NA,NA,NA,180,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,3,NA,NA,NA,NA,NA,NA,NA
"262","Ghana","GHA","AFR",2,2021,"Surveillance",1,NA,"A",22,12,NA,NA,NA,188,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,1,NA,NA,NA,NA,NA,NA,NA
"263","Ghana","GHA","AFR",3,2019,"Surveillance",1,NA,"A",91,37,NA,NA,NA,229,37,117,NA,NA,NA,2,NA,NA,NA,NA,NA,117,10,NA,NA,NA,NA,NA,NA,NA
"264","Guinea-Bissau","GNB","AFR",1,2022,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"265","Greece","GRC","EUR",1,2010,"Surveillance",1,NA,"A",1,1,0,NA,NA,NA,NA,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Greece","GRC","EUR",2,2009,"Surveillance",1,NA,"A",8,4,0,NA,NA,NA,NA,11,7,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Grenada","GRD","AMR",1,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"268","Guatemala","GTM","AMR",1,2022,"Surveillance",1,NA,"A",16,3,NA,NA,NA,53,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,11,NA,NA,NA,NA,NA,NA,NA
"269","Guam","GUM","WPR",1,2022,"Surveillance",1,NA,"N",1,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"270","Guam","GUM","WPR",2,2021,"Surveillance",1,NA,"A",1,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"271","Guam","GUM","WPR",3,2020,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"272","Guam","GUM","WPR",4,2019,"Surveillance",1,NA,"N",2,0,NA,NA,NA,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA
"273","Guam","GUM","WPR",5,2018,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Guam","GUM","WPR",6,2012,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Guam","GUM","WPR",7,2011,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Guam","GUM","WPR",8,2010,"Surveillance",1,NA,"A",2,0,0,NA,NA,NA,NA,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Guam","GUM","WPR",9,2009,"Surveillance",1,NA,"A",1,0,0,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Guam","GUM","WPR",10,2008,"pre-2010 TME data collection",1,NA,"A",0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Guyana","GUY","AMR",1,2019,"Surveillance",1,NA,"A",0,0,NA,NA,NA,9,4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"280","Guyana","GUY","AMR",2,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,6,9,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","China, Hong Kong SAR","HKG","WPR",1,2022,"Surveillance",1,NA,"A",17,5,NA,NA,NA,21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,NA,NA,NA,NA,NA,NA,NA
"282","China, Hong Kong SAR","HKG","WPR",2,2021,"Surveillance",1,NA,"A",17,4,NA,NA,NA,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,NA,NA,NA,NA,NA,NA,NA
"283","China, Hong Kong SAR","HKG","WPR",3,2020,"Surveillance",1,NA,"A",10,1,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,NA
"284","China, Hong Kong SAR","HKG","WPR",4,2019,"Surveillance",1,NA,"A",16,5,NA,NA,NA,19,5,17,NA,NA,NA,0,NA,NA,NA,NA,NA,20,2,NA,NA,NA,NA,NA,NA,NA
"285","China, Hong Kong SAR","HKG","WPR",5,2018,"Surveillance",1,NA,"N",25,11,NA,NA,NA,37,11,32,NA,NA,NA,1,41,35,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","China, Hong Kong SAR","HKG","WPR",6,2017,"Surveillance",1,NA,"A",14,8,NA,NA,NA,20,9,22,NA,NA,NA,0,29,25,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","China, Hong Kong SAR","HKG","WPR",7,2011,"Surveillance",1,NA,"A",17,6,0,0,0,NA,NA,23,19,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","China, Hong Kong SAR","HKG","WPR",8,2008,"Surveillance",1,NA,"A",8,10,NA,NA,NA,NA,NA,16,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Croatia","HRV","EUR",1,2015,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Croatia","HRV","EUR",2,2014,"Surveillance",1,NA,"A",0,2,0,NA,NA,NA,NA,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Hungary","HUN","EUR",1,2022,"Surveillance",1,NA,"A",13,1,NA,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,NA,NA,NA,NA,NA,NA,NA
"292","Hungary","HUN","EUR",2,2021,"Surveillance",1,NA,"A",5,5,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,NA,NA,NA,NA
"293","Hungary","HUN","EUR",3,2020,"Surveillance",1,NA,"A",4,3,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA
"294","Hungary","HUN","EUR",4,2019,"Surveillance",1,NA,"N",7,5,NA,NA,NA,8,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,13,6,NA,NA,NA,NA,NA,NA,NA
"295","Hungary","HUN","EUR",5,2018,"Surveillance",1,NA,"N",8,4,NA,NA,NA,8,5,11,NA,NA,NA,3,11,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Hungary","HUN","EUR",6,2010,"Surveillance",1,NA,"A",12,7,0,NA,NA,NA,NA,18,14,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","India","IND","SEA",1,2016,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,307,NA,NA,NA,4,307,233,67,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Ireland","IRL","EUR",1,2014,"Surveillance",1,NA,"A",2,0,0,NA,NA,NA,NA,2,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Ireland","IRL","EUR",2,2013,"Surveillance",1,NA,"A",2,0,2,NA,NA,NA,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Ireland","IRL","EUR",3,2011,"Surveillance",1,NA,"A",0,1,2,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Iceland","ISL","EUR",1,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"302","Iceland","ISL","EUR",2,2012,"Surveillance",1,NA,"A",0,1,0,NA,NA,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Iceland","ISL","EUR",3,2008,"Surveillance",1,NA,"A",1,0,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Israel","ISR","EUR",1,2022,"Surveillance",1,NA,"A",10,0,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA
"305","Israel","ISR","EUR",2,2021,"Surveillance",1,NA,"A",9,0,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA
"306","Israel","ISR","EUR",3,2020,"Surveillance",1,NA,"A",5,0,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"307","Israel","ISR","EUR",4,2019,"Surveillance",1,NA,"N",9,0,NA,NA,NA,9,0,9,NA,NA,NA,0,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"308","Israel","ISR","EUR",5,2018,"Surveillance",1,NA,"A",13,0,NA,NA,NA,15,0,13,NA,NA,NA,7,15,15,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Israel","ISR","EUR",6,2017,"Surveillance",1,NA,"A",7,1,NA,NA,NA,7,1,8,NA,NA,NA,1,8,3,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Israel","ISR","EUR",7,2016,"Surveillance",1,NA,"A",9,0,NA,NA,NA,NA,NA,9,NA,NA,NA,2,9,5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Israel","ISR","EUR",8,2015,"Surveillance",1,NA,"A",10,1,NA,NA,NA,NA,NA,11,6,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Israel","ISR","EUR",9,2014,"Surveillance",1,NA,"A",13,2,0,NA,NA,NA,NA,15,13,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Israel","ISR","EUR",10,2013,"Surveillance",1,NA,"A",6,1,0,NA,NA,NA,NA,7,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Israel","ISR","EUR",11,2012,"Surveillance",1,NA,"A",15,2,0,NA,NA,NA,NA,17,11,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Israel","ISR","EUR",12,2011,"Surveillance",1,NA,"A",10,1,0,0,0,NA,NA,11,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Israel","ISR","EUR",13,2010,"Surveillance",1,NA,"A",12,0,0,NA,NA,NA,NA,12,6,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Israel","ISR","EUR",14,2009,"Surveillance",1,NA,"A",4,2,0,NA,NA,NA,NA,6,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Israel","ISR","EUR",15,2008,"Surveillance",1,NA,"A",12,1,NA,NA,NA,NA,NA,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Italy","ITA","EUR",1,2019,"Surveillance",1,NA,"N",34,4,NA,NA,NA,41,4,31,NA,NA,NA,2,NA,NA,NA,NA,NA,34,12,NA,NA,NA,NA,NA,NA,NA
"320","Italy","ITA","EUR",2,2015,"Surveillance",1,NA,"A",18,14,NA,NA,NA,NA,NA,31,14,8,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Italy","ITA","EUR",3,2012,"Surveillance",1,NA,"A",12,12,50,NA,NA,NA,NA,50,34,8,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Italy","ITA","EUR",4,2011,"Surveillance",1,NA,"A",30,24,27,NA,NA,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Jamaica","JAM","AMR",1,2022,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"324","Jamaica","JAM","AMR",2,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"325","Jamaica","JAM","AMR",3,2020,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"326","Jamaica","JAM","AMR",4,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"327","Jamaica","JAM","AMR",5,2018,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Jamaica","JAM","AMR",6,2013,"Surveillance",1,NA,"A",1,0,0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Jordan","JOR","EMR",1,2019,"Surveillance",1,NA,"N",2,0,NA,NA,NA,2,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA
"330","Kazakhstan","KAZ","EUR",1,2021,"Surveillance",1,NA,"A",1503,762,NA,NA,NA,1932,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2931,461,NA,NA,NA,NA,NA,NA,NA
"331","Kazakhstan","KAZ","EUR",2,2020,"Surveillance",1,NA,"A",1340,988,NA,NA,NA,1758,1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2848,399,NA,NA,NA,NA,NA,NA,NA
"332","Kazakhstan","KAZ","EUR",3,2019,"Surveillance",1,NA,"A",756,813,NA,NA,NA,1534,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2460,635,NA,NA,NA,NA,NA,NA,NA
"333","Kazakhstan","KAZ","EUR",4,2018,"Surveillance",1,NA,"A",435,1027,NA,NA,NA,1706,2337,NA,NA,NA,NA,NA,3577,2726,349,838,336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Kyrgyzstan","KGZ","EUR",1,2022,"Surveillance",1,NA,"A",410,251,NA,NA,NA,487,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,114,NA,NA,NA,NA,NA,NA,NA
"335","Kyrgyzstan","KGZ","EUR",2,2020,"Surveillance",1,NA,"A",391,324,NA,NA,NA,493,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,149,NA,NA,NA,NA,NA,NA,NA
"336","Kyrgyzstan","KGZ","EUR",3,2019,"Surveillance",1,NA,"A",589,508,NA,NA,NA,700,603,887,NA,NA,NA,93,NA,NA,NA,NA,NA,909,97,NA,NA,NA,NA,NA,NA,NA
"337","Kyrgyzstan","KGZ","EUR",4,2011,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,259,NA,28,29,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Kiribati","KIR","WPR",1,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"339","Kiribati","KIR","WPR",2,2019,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,0,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
"340","Kiribati","KIR","WPR",3,2018,"Surveillance",1,NA,"A",0,0,NA,NA,NA,3,1,0,NA,NA,NA,0,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Saint Kitts and Nevis","KNA","AMR",1,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"342","Republic of Korea","KOR","WPR",1,2022,"Surveillance",1,NA,"A",191,139,NA,NA,NA,291,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,61,NA,NA,NA,NA,NA,NA,NA
"343","Republic of Korea","KOR","WPR",2,2021,"Surveillance",1,NA,"N",183,162,NA,NA,NA,279,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,42,NA,NA,NA,NA,NA,NA,NA
"344","Republic of Korea","KOR","WPR",3,2020,"Surveillance",1,NA,"A",212,125,NA,NA,NA,332,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,44,NA,NA,NA,NA,NA,NA,NA
"345","Republic of Korea","KOR","WPR",4,2019,"Surveillance",1,NA,"A",297,186,NA,NA,NA,429,267,478,NA,NA,NA,20,NA,NA,NA,NA,NA,631,95,NA,NA,NA,NA,NA,NA,NA
"346","Republic of Korea","KOR","WPR",5,2018,"Surveillance",1,NA,"A",321,202,NA,NA,NA,443,286,523,NA,NA,NA,23,667,555,86,49,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Republic of Korea","KOR","WPR",6,2017,"Surveillance",1,NA,"A",320,246,NA,NA,NA,440,320,560,NA,NA,NA,42,710,563,108,83,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Republic of Korea","KOR","WPR",7,2016,"Surveillance",1,NA,"A",369,250,NA,9,4,NA,NA,605,NA,NA,NA,23,740,609,94,60,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Kuwait","KWT","EMR",1,2022,"Surveillance",1,NA,"N",4,0,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA
"350","Kuwait","KWT","EMR",2,2021,"Surveillance",1,NA,"N",5,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"351","Kuwait","KWT","EMR",3,2020,"Surveillance",1,NA,"N",6,0,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA
"352","Kuwait","KWT","EMR",4,2019,"Surveillance",1,NA,"N",3,0,NA,NA,NA,4,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
"353","Kuwait","KWT","EMR",5,2018,"Surveillance",1,NA,"N",2,0,NA,NA,NA,5,0,2,NA,NA,NA,0,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Kuwait","KWT","EMR",6,2017,"Surveillance",1,NA,"A",4,0,NA,NA,NA,6,0,4,NA,NA,NA,0,6,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Kuwait","KWT","EMR",7,2016,"Surveillance",1,NA,"A",9,0,NA,0,0,NA,NA,10,NA,NA,NA,0,11,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Kuwait","KWT","EMR",8,2015,"Surveillance",1,NA,"A",8,0,NA,0,0,NA,NA,8,6,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Lao People's Democratic Republic","LAO","WPR",1,2019,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,33,18,39,NA,NA,NA,0,NA,NA,NA,NA,NA,39,0,NA,NA,NA,NA,NA,NA,NA
"358","Lao People's Democratic Republic","LAO","WPR",2,2018,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Lebanon","LBN","EMR",1,2022,"Surveillance",1,NA,"A",1,0,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"360","Lebanon","LBN","EMR",2,2021,"Surveillance",1,NA,"A",2,0,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"361","Lebanon","LBN","EMR",3,2019,"Surveillance",1,NA,"N",7,0,NA,NA,NA,9,0,7,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA
"362","Lebanon","LBN","EMR",4,2018,"Surveillance",1,NA,"A",3,1,NA,NA,NA,3,1,4,NA,NA,NA,1,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Lebanon","LBN","EMR",5,2017,"Surveillance",1,NA,"A",5,1,NA,NA,NA,5,1,5,NA,NA,NA,2,5,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Lebanon","LBN","EMR",6,2017,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,7,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Saint Lucia","LCA","AMR",1,2018,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Saint Lucia","LCA","AMR",2,2013,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Sri Lanka","LKA","SEA",1,2018,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Lesotho","LSO","AFR",1,2022,"Surveillance",1,NA,"A",9,0,NA,NA,NA,81,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,3,NA,NA,NA,NA,NA,NA,NA
"369","Lesotho","LSO","AFR",2,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,53,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,5,NA,NA,NA,NA,NA,NA,NA
"370","Lithuania","LTU","EUR",1,2020,"Surveillance",1,NA,"A",60,43,NA,NA,NA,61,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,34,NA,NA,NA,NA,NA,NA,NA
"371","Lithuania","LTU","EUR",2,2019,"Surveillance",1,NA,"A",90,67,NA,NA,NA,100,70,157,NA,NA,NA,57,NA,NA,NA,NA,NA,159,76,NA,NA,NA,NA,NA,NA,NA
